certantyModifier,champion,counter,counterBonus,counterRole,laneBonus,matches,patch,rank,role,totalBonus,winrate
0.021528070915998312,Aatrox,Dr. Mundo,2.4533174335162515,jungle,0.0,102,11.2,Silver,jungle,2.4533174335162515,63.73
0.018573237653018153,Aatrox,Jarvan IV,2.1027133811734915,jungle,0.0,88,11.2,Silver,jungle,2.1027133811734915,63.64
0.01266357112705783,Aatrox,Shyvana,1.4010848459265512,jungle,0.0,60,11.2,Silver,jungle,1.4010848459265512,63.33
0.014140987758547911,Aatrox,Gragas,1.4894278176445757,jungle,0.0,67,11.2,Silver,jungle,1.4894278176445757,62.69
0.03503588011819333,Aatrox,Elise,3.678592233009708,jungle,0.0,166,11.2,Silver,jungle,3.678592233009708,62.65
0.040734487125369354,Aatrox,Pantheon,4.11801224145209,jungle,0.0,193,11.2,Silver,jungle,4.11801224145209,62.18
0.034402701561840436,Aatrox,Nocturne,3.4150873786407767,jungle,0.0,163,11.2,Silver,jungle,3.4150873786407767,61.96
0.007598142676234698,Aatrox,Rengar,0.7006475306036303,jungle,0.0,36,11.2,Silver,jungle,0.7006475306036303,61.11
0.032503165892781766,Aatrox,Rammus,2.9783300970873787,jungle,0.0,154,11.2,Silver,jungle,2.9783300970873787,61.04
0.022161249472351204,Aatrox,Zac,2.01412515829464,jungle,0.0,105,11.2,Silver,jungle,2.01412515829464,60.95
0.0299704516673702,Aatrox,Warwick,2.626850147741664,jungle,0.0,142,11.2,Silver,jungle,2.626850147741664,60.56
0.024060785141409878,Aatrox,Lillia,1.927148585901224,jungle,0.0,114,11.2,Silver,jungle,1.927148585901224,59.65
0.017728999577880964,Aatrox,Fiddlesticks,1.4008746306458428,jungle,0.0,84,11.2,Silver,jungle,1.4008746306458428,59.52
0.023427606585056986,Aatrox,Amumu,1.8394888138455048,jungle,0.0,111,11.2,Silver,jungle,1.8394888138455048,59.46
0.0299704516673702,Aatrox,Evelynn,2.2761059518784297,jungle,0.0,142,11.2,Silver,jungle,2.2761059518784297,59.15
0.027859856479527226,Aatrox,Shaco,2.1019425918108916,jungle,0.0,132,11.2,Silver,jungle,2.1019425918108916,59.09
0.04685521317011397,Aatrox,Olaf,3.5039734065006325,jungle,0.0,222,11.2,Silver,jungle,3.5039734065006325,59.01
0.014140987758547911,Aatrox,Xin Zhao,0.9636093288307305,jungle,0.0,67,11.2,Silver,jungle,0.9636093288307305,58.21
0.02005065428450823,Aatrox,Vi,1.3130571971295906,jungle,0.0,95,11.2,Silver,jungle,1.3130571971295906,57.89
0.06015196285352469,Aatrox,Hecarim,3.7644301392992823,jungle,0.0,285,11.2,Silver,jungle,3.7644301392992823,57.54
0.07766990291262135,Aatrox,Kayn,4.731805825242721,jungle,0.0,368,11.2,Silver,jungle,4.731805825242721,57.34
0.047910510764035456,Aatrox,Ekko,2.890968130012665,jungle,0.0,227,11.2,Silver,jungle,2.890968130012665,57.27
0.019206416209371042,Aatrox,Jax,1.138210637399747,jungle,0.0,91,11.2,Silver,jungle,1.138210637399747,57.14
0.03545799915576193,Aatrox,Udyr,2.1013119459687637,jungle,0.0,168,11.2,Silver,jungle,2.1013119459687637,57.14
0.054875474883917266,Aatrox,Graves,2.978750527648797,jungle,0.0,260,11.2,Silver,jungle,2.978750527648797,56.54
0.07302659349936683,Aatrox,Viego,3.8549278176445756,jungle,0.0,346,11.2,Silver,jungle,3.8549278176445756,56.36
0.07365977205571972,Aatrox,Lee Sin,3.766076825664836,jungle,0.0,349,11.2,Silver,jungle,3.766076825664836,56.16
0.018151118615449557,Aatrox,Kindred,0.8753013929928244,jungle,0.0,86,11.2,Silver,jungle,0.8753013929928244,55.81
0.03651329674968341,Aatrox,Nunu & Willump,1.6638013929928248,jungle,0.0,173,11.2,Silver,jungle,1.6638013929928248,55.49
0.06796116504854369,Aatrox,Master Yi,2.6286019417475712,jungle,0.0,322,11.2,Silver,jungle,2.6286019417475712,54.66
0.047910510764035456,Aatrox,Kha'Zix,1.4872380751371896,jungle,0.0,227,11.2,Silver,jungle,1.4872380751371896,53.74
0.009075559307724778,Aatrox,Trundle,0.2628917264668638,jungle,0.0,43,11.2,Silver,jungle,0.2628917264668638,53.49
0.019417475728155338,Aatrox,Taliyah,0.5253980582524269,jungle,0.0,92,11.2,Silver,jungle,0.5253980582524269,53.26
0.015829463908822287,Aatrox,Volibear,0.26276910088645,jungle,0.0,75,11.2,Silver,jungle,0.26276910088645,52.0
0.02448290417897847,Aatrox,Nidalee,0.1747589700295482,jungle,0.0,116,11.2,Silver,jungle,0.1747589700295482,50.86
0.046010975094976786,Aatrox,Malzahar,4.9034816378218675,mid,0.0,218,11.2,Silver,mid,4.9034816378218675,62.84
0.03398058252427184,Aatrox,Cassiopeia,2.7160339805825253,mid,0.0,161,11.2,Silver,mid,2.7160339805825253,59.63
0.07766990291262135,Aatrox,Anivia,5.428038834951458,mid,0.0,368,11.2,Silver,mid,5.428038834951458,58.42
0.022583368509919797,Aatrox,Morgana,1.4882891515407342,mid,0.0,107,11.2,Silver,mid,1.4882891515407342,57.94
0.045588856057408186,Aatrox,Zoe,2.9779096665259592,mid,0.0,216,11.2,Silver,mid,2.9779096665259592,57.87
0.03967918953144787,Aatrox,Neeko,2.2757205571971286,mid,0.0,188,11.2,Silver,mid,2.2757205571971286,56.91
0.06226255804136767,Aatrox,Viktor,3.4159107218235545,mid,0.0,295,11.2,Silver,mid,3.4159107218235545,56.61
0.045588856057408186,Aatrox,Veigar,2.277892781764459,mid,0.0,216,11.2,Silver,mid,2.277892781764459,56.02
0.06331785563528915,Aatrox,Orianna,2.979801604052344,mid,0.0,300,11.2,Silver,mid,2.979801604052344,55.67
0.07154917686787673,Aatrox,Ahri,2.7139318277754327,mid,0.0,339,11.2,Silver,mid,2.7139318277754327,54.57
0.021317011397214015,Aatrox,Brand,0.6139512452511606,mid,0.0,101,11.2,Silver,mid,0.6139512452511606,53.47
0.15808357956943858,Aatrox,Katarina,3.4114436471084866,mid,0.0,749,11.2,Silver,mid,3.4114436471084866,52.6
0.05339805825242718,Aatrox,Malphite,1.1390339805825245,mid,0.0,253,11.2,Silver,mid,1.1390339805825245,52.57
0.0673279864921908,Aatrox,Lux,0.9611743351625152,mid,0.0,319,11.2,Silver,mid,0.9611743351625152,51.72
0.07492612916842549,Aatrox,Lucian,0.9639246517517922,mid,0.0,355,11.2,Silver,mid,0.9639246517517922,51.55
0.08273533136344449,Aatrox,Ekko,0.8789801604052352,mid,0.0,392,11.2,Silver,mid,0.8789801604052352,51.28
0.1500633178556353,Aatrox,Galio,1.494630645842131,mid,0.0,711,11.2,Silver,mid,1.494630645842131,51.2
0.1266357112705783,Aatrox,Fizz,1.0510764035458,mid,0.0,600,11.2,Silver,mid,1.0510764035458,51.0
0.021105951878429716,Aatrox,Jayce,0.17517940059096665,mid,0.0,100,11.2,Silver,mid,0.17517940059096665,51.0
0.2469396369776277,Aatrox,Zed,1.9266230476994468,mid,0.0,1170,11.2,Silver,mid,1.9266230476994468,50.94
0.036091177712114814,Aatrox,Annie,0.2636099620092874,mid,0.0,171,11.2,Silver,mid,0.2636099620092874,50.88
0.0014774166314900801,Aatrox,Sivir,0.43789594765723927,adc,0.0,7,11.2,Silver,adc,0.43789594765723927,85.71
0.002743773744195863,Aatrox,Senna,0.7884124102997047,adc,0.0,13,11.2,Silver,adc,0.7884124102997047,84.62
0.0149852258336851,Aatrox,Jhin,3.41540270156184,adc,0.0,71,11.2,Silver,adc,3.41540270156184,77.46
0.006120726044744618,Aatrox,Vayne,1.138473406500633,adc,0.0,29,11.2,Silver,adc,1.138473406500633,72.41
0.006331785563528915,Aatrox,Ashe,0.8760721823554243,adc,0.0,30,11.2,Silver,adc,0.8760721823554243,66.67
0.001266357112705783,Aatrox,Varus,0.17521443647108487,adc,0.0,6,11.2,Silver,adc,0.17521443647108487,66.67
0.0029548332629801602,Aatrox,Yasuo,0.350463908822288,adc,0.0,14,11.2,Silver,adc,0.350463908822288,64.29
0.017306880540312368,Aatrox,Kai'Sa,1.752494723512031,adc,0.0,82,11.2,Silver,adc,1.752494723512031,62.2
0.0069649641198818064,Aatrox,Caitlyn,0.6133556352891515,adc,0.0,33,11.2,Silver,adc,0.6133556352891515,60.61
0.003588011819333052,Aatrox,Aphelios,0.2626639932460954,adc,0.0,17,11.2,Silver,adc,0.2626639932460954,58.82
0.013085690164626424,Aatrox,Miss Fortune,0.8754065006331788,adc,0.0,62,11.2,Silver,adc,0.8754065006331788,58.06
0.0014774166314900801,Aatrox,Twitch,0.08755466441536514,adc,0.0,7,11.2,Silver,adc,0.08755466441536514,57.14
0.00823132123258759,Aatrox,Tristana,0.4379309835373573,adc,0.0,39,11.2,Silver,adc,0.4379309835373573,56.41
0.008653440270156184,Aatrox,Ezreal,0.43812368087800774,adc,0.0,41,11.2,Silver,adc,0.43812368087800774,56.1
0.009497678345293373,Aatrox,Lucian,0.26250633178556343,adc,0.0,45,11.2,Silver,adc,0.26250633178556343,53.33
0.011397214014352047,Aatrox,Samira,0.1750042211903758,adc,0.0,54,11.2,Silver,adc,0.1750042211903758,51.85
0.002532714225411566,Aatrox,Janna,0.8759670747150697,supp,0.0,12,11.2,Silver,supp,0.8759670747150697,91.67
0.0016884761502743773,Aatrox,Miss Fortune,0.5255382017728999,supp,0.0,8,11.2,Silver,supp,0.5255382017728999,87.5
0.001055297593921486,Aatrox,Teemo,0.26276910088645006,supp,0.0,5,11.2,Silver,supp,0.26276910088645006,80.0
0.006331785563528915,Aatrox,Pantheon,1.5766146053187,supp,0.0,30,11.2,Silver,supp,1.5766146053187,80.0
0.002532714225411566,Aatrox,Zyra,0.5255382017729,supp,0.0,12,11.2,Silver,supp,0.5255382017729,75.0
0.005698607007176023,Aatrox,Lulu,1.1384734065006328,supp,0.0,27,11.2,Silver,supp,1.1384734065006328,74.07
0.002321654706627269,Aatrox,Rakan,0.4380010552975941,supp,0.0,11,11.2,Silver,supp,0.4380010552975941,72.73
0.002321654706627269,Aatrox,Rell,0.4380010552975941,supp,0.0,11,11.2,Silver,supp,0.4380010552975941,72.73
0.0029548332629801602,Aatrox,Shaco,0.5255732376530183,supp,0.0,14,11.2,Silver,supp,0.5255732376530183,71.43
0.006542845082313212,Aatrox,Swain,1.138788729421697,supp,0.0,31,11.2,Silver,supp,1.138788729421697,70.97
0.017306880540312368,Aatrox,Lux,2.9778045588856066,supp,0.0,82,11.2,Silver,supp,2.9778045588856066,70.73
0.002743773744195863,Aatrox,Nami,0.4379309835373576,supp,0.0,13,11.2,Silver,supp,0.4379309835373576,69.23
0.008653440270156184,Aatrox,Pyke,1.3136528070916005,supp,0.0,41,11.2,Silver,supp,1.3136528070916005,68.29
0.001266357112705783,Aatrox,Sona,0.17521443647108487,supp,0.0,6,11.2,Silver,supp,0.17521443647108487,66.67
0.003799071338117349,Aatrox,Malphite,0.5256433094132545,supp,0.0,18,11.2,Silver,supp,0.5256433094132545,66.67
0.0029548332629801602,Aatrox,Galio,0.350463908822288,supp,0.0,14,11.2,Silver,supp,0.350463908822288,64.29
0.006331785563528915,Aatrox,Brand,0.7005424229632756,supp,0.0,30,11.2,Silver,supp,0.7005424229632756,63.33
0.006331785563528915,Aatrox,Seraphine,0.7005424229632756,supp,0.0,30,11.2,Silver,supp,0.7005424229632756,63.33
0.0033769523005487546,Aatrox,Xerath,0.35035880118193335,supp,0.0,16,11.2,Silver,supp,0.35035880118193335,62.5
0.0016884761502743773,Aatrox,Ashe,0.17517940059096668,supp,0.0,8,11.2,Silver,supp,0.17517940059096668,62.5
0.00823132123258759,Aatrox,Blitzcrank,0.7884124102997044,supp,0.0,39,11.2,Silver,supp,0.7884124102997044,61.54
0.01878429717180245,Aatrox,Leona,1.663556141831997,supp,0.0,89,11.2,Silver,supp,1.663556141831997,60.67
0.001055297593921486,Aatrox,Gragas,0.08758970029548334,supp,0.0,5,11.2,Silver,supp,0.08758970029548334,60.0
0.001055297593921486,Aatrox,Veigar,0.08758970029548334,supp,0.0,5,11.2,Silver,supp,0.08758970029548334,60.0
0.006120726044744618,Aatrox,Maokai,0.43791346559729827,supp,0.0,29,11.2,Silver,supp,0.43791346559729827,58.62
0.011397214014352047,Aatrox,Morgana,0.7009628535246937,supp,0.0,54,11.2,Silver,supp,0.7009628535246937,57.41
0.008653440270156184,Aatrox,Alistar,0.43812368087800774,supp,0.0,41,11.2,Silver,supp,0.43812368087800774,56.1
0.011608273533136345,Aatrox,Nautilus,0.2630318699873362,supp,0.0,55,11.2,Silver,supp,0.2630318699873362,52.73
0.011819333051920641,Aatrox,Thresh,0.1755998311523849,supp,0.0,56,11.2,Silver,supp,0.1755998311523849,51.79
0.00823132123258759,Aatrox,Senna,0.08744955677501065,supp,0.0,39,11.2,Silver,supp,0.08744955677501065,51.28
0.0862935055615357,Aatrox,Singed,4.691346429852887,top,0.0,481,11.3,Gold,top,4.691346429852887,56.55
0.5416218155722999,Aatrox,Malphite,25.084672766415494,top,0.0,3019,11.3,Gold,top,25.084672766415494,55.58
0.12917115177610333,Aatrox,Illaoi,5.96099031216362,top,0.0,720,11.3,Gold,top,5.96099031216362,55.56
0.06530319339791892,Aatrox,Maokai,2.2331080014352342,top,0.0,364,11.3,Gold,top,2.2331080014352342,54.12
0.06835306781485469,Aatrox,Yasuo,2.3090349838536066,top,0.0,381,11.3,Gold,top,2.3090349838536066,54.07
